BasePay,OvertimePay,OtherPay,Stated_TotalPay
27757.63,0.00,49208.68,76966.31
83391.68,0.00,0.00,83391.68
20986.46,0.00,82982.61,103969.07
11878.98,0.00,84386.97,96265.95
2237.37,4994.55,0.00,7231.92
36939.59,0.00,58171.41,95111.00
99962.10,0.00,0.00,99962.10
8037.26,0.00,64581.93,72619.19
9511.75,0.00,17842.32,27354.07
38223.41,0.00,155386.11,193609.52
104221.74,0.00,0.00,104221.74
116.94,0.00,478.18,595.12
3511.48,20372.15,0.00,23883.63
50487.16,0.00,0.00,50487.16
21393.94,82486.09,0.00,103880.03
51744.97,122818.55,0.00,174563.52
29394.00,0.00,0.00,29394.00
2197.69,0.00,3960.21,6157.90
13679.57,0.00,56354.93,70034.50
2901.77,10948.68,0.00,13850.45
27432.02,57728.63,0.00,85160.65
48776.57,100711.13,0.00,149487.70
14203.08,0.00,0.00,14203.08
937.01,0.00,4679.14,5616.15
4412.42,38793.14,0.00,43205.56
67456.23,0.00,0.00,67456.23
9849.72,0.00,73258.58,83108.30
13458.26,0.00,78751.01,92209.27
34137.84,0.00,0.00,34137.84
15920.65,0.00,0.00,15920.65
22831.10,0.00,40739.58,63570.68
15411.57,72896.96,0.00,88308.53
36751.81,0.00,0.00,36751.81
21376.20,0.00,0.00,21376.20
34739.10,0.00,111335.35,146074.45
2717.06,8579.16,0.00,11296.22
3266.89,0.00,5683.82,8950.71
8909.39,16140.14,0.00,25049.53
8912.99,18163.47,0.00,27076.46
52477.84,0.00,91922.04,144399.88
19923.17,51048.88,0.00,70972.05
72362.53,0.00,0.00,72362.53
8535.48,0.00,70059.30,78594.78
109634.02,0.00,0.00,109634.02
36533.09,0.00,0.00,36533.09
5855.25,0.00,51312.08,57167.33
113214.21,0.00,0.00,113214.21
82923.10,0.00,0.00,82923.10
10615.80,0.00,0.00,10615.80
1907.65,11771.28,0.00,13678.93
27751.10,98331.11,0.00,126082.21
1677.58,6481.22,0.00,8158.80
3978.77,33939.23,0.00,37918.00
16883.68,56797.49,0.00,73681.17
47869.99,0.00,72134.38,120004.37
22427.26,0.00,78990.76,101418.02
78170.23,0.00,0.00,78170.23
32772.29,0.00,49493.62,82265.91
76766.30,0.00,0.00,76766.30
5409.38,0.00,28821.85,34231.23
91552.57,0.00,0.00,91552.57
43293.60,0.00,0.00,43293.60
10486.70,58555.79,0.00,69042.49
1749.72,5406.98,0.00,7156.70
3114.88,0.00,5889.81,9004.69
792.78,0.00,0.00,792.78
97997.61,0.00,0.00,97997.61
68985.01,0.00,0.00,68985.01
181602.09,0.00,0.00,181602.09
109395.20,0.00,0.00,109395.20
37680.40,110092.56,0.00,147772.96
6938.80,0.00,0.00,6938.80
18476.95,0.00,102311.01,120787.96
62518.73,0.00,0.00,62518.73
60477.67,0.00,0.00,60477.67
16172.67,72236.33,0.00,88409.00
5135.62,0.00,10490.96,15626.58
30843.17,52091.52,0.00,82934.69
11399.58,0.00,55112.38,66511.96
121838.54,0.00,0.00,121838.54
12062.82,0.00,36834.48,48897.30
33481.41,70007.26,0.00,103488.67
41872.33,0.00,173482.78,215355.11
19183.36,52593.92,0.00,71777.28
5845.07,32788.69,0.00,38633.76
49675.74,0.00,124355.15,174030.89
10531.67,72041.65,0.00,82573.32
123048.16,0.00,0.00,123048.16
11462.65,0.00,53861.33,65323.98
1065.49,6965.09,0.00,8030.58
802.48,3024.22,0.00,3826.70
5019.00,0.00,0.00,5019.00
829.48,0.00,6109.32,6938.80
86284.07,0.00,0.00,86284.07
106382.48,0.00,0.00,106382.48
22081.09,0.00,136809.33,158890.42
43821.32,66397.68,0.00,110219.00
6981.55,59768.06,0.00,66749.61
30209.92,71711.65,0.00,101921.57
11027.41,0.00,43007.74,54035.15
31037.95,99589.91,0.00,130627.86
30958.29,0.00,98430.91,129389.20
166305.00,0.00,0.00,166305.00
177421.42,0.00,0.00,177421.42
93662.36,0.00,0.00,93662.36
7709.45,18570.19,0.00,26279.64
96315.30,0.00,0.00,96315.30
28136.39,0.00,64961.16,93097.55
12662.67,0.00,30413.71,43076.38
28664.91,116189.37,0.00,144854.28
68154.16,0.00,0.00,68154.16
183129.69,0.00,0.00,183129.69
11931.36,0.00,77779.92,89711.28
4923.71,0.00,0.00,4923.71
37372.79,103752.29,0.00,141125.08
5998.69,35671.57,0.00,41670.26
135925.93,0.00,0.00,135925.93
363.47,645.76,0.00,1009.23
120210.10,0.00,0.00,120210.10
74162.60,0.00,0.00,74162.60
14239.72,0.00,0.00,14239.72
72472.82,0.00,0.00,72472.82
10095.81,0.00,62257.85,72353.66
242526.30,0.00,0.00,242526.30
75971.68,0.00,0.00,75971.68
1289.92,0.00,2411.21,3701.13
31195.80,0.00,0.00,31195.80
21430.66,104877.31,0.00,126307.97
20390.53,0.00,64673.78,85064.31
10374.16,0.00,16859.72,27233.88
20076.18,93717.40,0.00,113793.58
21983.41,0.00,0.00,21983.41
7462.83,0.00,0.00,7462.83
7665.28,0.00,58812.77,66478.05
70200.42,0.00,0.00,70200.42
15694.15,0.00,81933.56,97627.71
18290.09,39353.70,0.00,57643.79
11639.54,0.00,65230.57,76870.11
12573.97,0.00,101091.02,113664.99
23139.40,0.00,81709.27,104848.67
12316.78,63756.57,0.00,76073.35
1661.61,0.00,7009.45,8671.06
29058.16,48222.94,0.00,77281.10
117447.09,0.00,0.00,117447.09
32521.14,0.00,56191.14,88712.28
60492.00,0.00,0.00,60492.00
23511.34,0.00,66317.70,89829.04
17790.50,39746.51,0.00,57537.01
5586.06,0.00,48989.44,54575.50
19870.82,34063.29,0.00,53934.11
12411.23,0.00,91335.09,103746.32
65142.21,0.00,0.00,65142.21
12634.54,48726.80,0.00,61361.34
13192.44,84268.56,0.00,97461.00
1950.79,0.00,3109.21,5060.00
3204.29,0.00,7342.31,10546.60
25377.74,53398.32,0.00,78776.06
3312.99,0.00,0.00,3312.99
57523.68,0.00,0.00,57523.68
22150.23,0.00,161369.11,183519.34
52627.66,0.00,0.00,52627.66
7282.04,63869.67,0.00,71151.71
6568.55,30184.46,0.00,36753.01
8335.85,0.00,27471.79,35807.64
4932.40,0.00,8899.33,13831.73
69450.00,0.00,0.00,69450.00
14917.74,62731.39,0.00,77649.13
11953.18,0.00,46912.34,58865.52
10963.70,85624.83,0.00,96588.53
8546.75,16768.49,0.00,25315.24
26108.72,0.00,117770.48,143879.20
49079.23,0.00,100033.20,149112.43
7744.53,66189.04,0.00,73933.57
9144.75,68869.56,0.00,78014.31
36867.36,0.00,88502.83,125370.19
6831.55,0.00,18242.45,25074.00
34540.04,104449.55,0.00,138989.59
31546.45,57818.55,0.00,89365.00
90748.60,0.00,0.00,90748.60
805.78,0.00,1791.42,2597.20
15473.55,62953.74,0.00,78427.29
5225.89,0.00,13876.06,19101.95
17813.23,69229.91,0.00,87043.14
13778.77,68435.41,0.00,82214.18
18823.96,0.00,41152.42,59976.38
23443.09,0.00,111091.52,134534.61
17863.71,0.00,84862.73,102726.44
43661.89,0.00,84933.01,128594.90
206.66,0.00,319.26,525.92
1526.73,0.00,9254.99,10781.72
253.81,1475.69,0.00,1729.50
25253.62,40138.39,0.00,65392.01
750.00,0.00,0.00,750.00
37456.32,75946.86,0.00,113403.18
31195.91,0.00,77095.66,108291.57
909.06,0.00,6614.69,7523.75
31330.45,49464.15,0.00,80794.60
60828.20,0.00,0.00,60828.20
1425.87,11785.97,0.00,13211.84
19414.34,0.00,41653.38,61067.72
93346.11,0.00,0.00,93346.11
28947.49,78499.95,0.00,107447.44
32922.87,49565.52,0.00,82488.39
23199.82,0.00,41019.62,64219.44
38149.16,0.00,0.00,38149.16
22221.64,43697.56,0.00,65919.20
16462.28,0.00,0.00,16462.28
56220.00,0.00,0.00,56220.00
4916.76,0.00,41739.02,46655.78
10862.01,0.00,92642.05,103504.06
37941.19,79491.36,0.00,117432.55
179208.39,0.00,0.00,179208.39
132490.88,0.00,0.00,132490.88
130464.15,0.00,0.00,130464.15
2065.38,13074.96,0.00,15140.34
67237.23,115644.44,0.00,182881.67
24574.94,0.00,65051.09,89626.03
18522.51,0.00,57403.70,75926.21
107231.93,0.00,0.00,107231.93
51351.35,93463.29,0.00,144814.64
113605.54,0.00,0.00,113605.54
24759.45,0.00,89387.10,114146.55
3394.00,0.00,9941.88,13335.88
2364.61,0.00,20925.02,23289.63
78572.14,0.00,0.00,78572.14
547.18,1124.68,0.00,1671.86
4826.47,0.00,37121.40,41947.87
44661.06,113216.04,0.00,157877.10
11314.38,0.00,0.00,11314.38
149098.39,0.00,0.00,149098.39
79747.77,0.00,0.00,79747.77
11259.67,0.00,84892.84,96152.51
19196.47,60984.03,0.00,80180.50
27592.12,78102.91,0.00,105695.03
26477.83,0.00,42607.57,69085.40
19643.27,88693.75,0.00,108337.02
7982.62,0.00,14767.58,22750.20
2850.98,13521.22,0.00,16372.20
81524.92,0.00,0.00,81524.92
15490.89,56926.06,0.00,72416.95
12919.39,0.00,76756.23,89675.62
39000.75,111337.35,0.00,150338.10
50015.72,0.00,0.00,50015.72
14021.69,0.00,50810.51,64832.20
19510.99,52434.40,0.00,71945.39
27431.20,88488.89,0.00,115920.09
1537.69,3939.86,0.00,5477.55
22938.98,102723.02,0.00,125662.00
161256.05,0.00,0.00,161256.05
10860.09,0.00,36060.02,46920.11
29023.30,0.00,0.00,29023.30
42972.05,85092.73,0.00,128064.78
15560.31,0.00,117623.46,133183.77
2857.70,0.00,6714.69,9572.39
30485.78,121502.00,0.00,151987.78
1650.39,0.00,4462.92,6113.31
14429.36,0.00,120570.94,135000.30
78113.08,0.00,0.00,78113.08
13405.35,49503.01,0.00,62908.36
50716.43,0.00,128059.88,178776.31
14240.93,0.00,46249.00,60489.93
72097.31,0.00,0.00,72097.31
10520.85,0.00,83366.46,93887.31
14284.80,0.00,58684.78,72969.58
92380.99,0.00,0.00,92380.99
138866.02,0.00,0.00,138866.02
1984.98,5168.55,0.00,7153.53
132854.27,0.00,0.00,132854.27
34212.09,0.00,83770.87,117982.96
58052.51,0.00,0.00,58052.51
32889.80,0.00,0.00,32889.80
100241.16,0.00,0.00,100241.16
128674.42,0.00,0.00,128674.42
38268.49,0.00,0.00,38268.49
70751.62,0.00,0.00,70751.62
19155.11,0.00,37725.70,56880.81
18627.69,47608.43,0.00,66236.12
80703.04,0.00,0.00,80703.04
116992.90,0.00,0.00,116992.90
777.50,0.00,6360.80,7138.30
2900.05,13063.55,0.00,15963.60
12518.51,52277.61,0.00,64796.12
75251.51,0.00,0.00,75251.51
19566.95,0.00,64642.63,84209.58
16747.14,92423.36,0.00,109170.50
6426.72,0.00,56526.11,62952.83
6718.61,0.00,0.00,6718.61
3196.03,22334.68,0.00,25530.71
51967.54,0.00,0.00,51967.54
50829.68,0.00,96384.38,147214.06
14715.36,0.00,67242.67,81958.03
134255.66,0.00,0.00,134255.66
15456.81,0.00,0.00,15456.81
82891.21,0.00,0.00,82891.21
22171.89,0.00,70648.11,92820.00
12490.67,0.00,43648.06,56138.73
48256.83,0.00,0.00,48256.83
31116.81,100717.21,0.00,131834.02
144322.55,0.00,0.00,144322.55
8563.57,0.00,59534.45,68098.02
18985.47,60909.02,0.00,79894.49
79527.48,0.00,0.00,79527.48
56598.33,0.00,0.00,56598.33
67790.05,114496.01,0.00,182286.06
14298.40,76394.69,0.00,90693.09
24249.82,0.00,57676.70,81926.52
25453.71,40804.34,0.00,66258.05
2371.98,0.00,6312.30,8684.28
2734.15,14929.80,0.00,17663.95
15452.66,0.00,47056.91,62509.57
14134.05,0.00,22625.13,36759.18
8380.28,63974.73,0.00,72355.01
7658.56,0.00,41363.51,49022.07
12719.21,0.00,27227.19,39946.40
134321.15,0.00,0.00,134321.15
998.94,0.00,4417.78,5416.72
25876.98,0.00,0.00,25876.98
160319.14,0.00,0.00,160319.14
78393.44,0.00,0.00,78393.44
8692.39,70352.19,0.00,79044.58
83479.02,0.00,0.00,83479.02
31424.63,0.00,60169.77,91594.40
19567.32,139642.98,0.00,159210.30
38461.78,73508.87,0.00,111970.65
5903.79,0.00,0.00,5903.79
34853.76,0.00,71250.26,106104.02
26956.51,0.00,75022.70,101979.21
55197.02,0.00,0.00,55197.02
90664.00,0.00,0.00,90664.00
60566.22,92340.97,0.00,152907.19
17007.76,50592.49,0.00,67600.25
128167.24,0.00,0.00,128167.24
131546.06,0.00,0.00,131546.06
41798.07,0.00,0.00,41798.07
27525.26,62277.26,0.00,89802.52
93057.24,0.00,0.00,93057.24
20760.79,33862.94,0.00,54623.73
17189.01,50269.26,0.00,67458.27
52247.95,0.00,0.00,52247.95
108659.75,0.00,0.00,108659.75
7870.00,0.00,0.00,7870.00
26036.69,81004.09,0.00,107040.78
12395.47,0.00,68237.77,80633.24
11682.81,103935.95,0.00,115618.76
18199.66,0.00,124465.67,142665.33
26516.85,50186.12,0.00,76702.97
15683.45,0.00,0.00,15683.45
8792.62,53189.28,0.00,61981.90
18586.13,0.00,86455.59,105041.72
13525.41,0.00,0.00,13525.41
22360.71,0.00,123447.50,145808.21
11169.82,0.00,23447.98,34617.80
113598.06,0.00,0.00,113598.06
8141.07,0.00,0.00,8141.07
11946.18,0.00,54194.63,66140.81
18735.80,77397.32,0.00,96133.12
34231.07,103352.10,0.00,137583.17
11926.23,67514.84,0.00,79441.07
2143.76,4624.69,0.00,6768.45
624.65,1609.19,0.00,2233.84
21982.50,0.00,56549.56,78532.06
15130.91,50965.22,0.00,66096.13
18773.77,29242.69,0.00,48016.46
39091.13,112097.86,0.00,151188.99
19198.66,0.00,32421.95,51620.61
16599.39,0.00,28387.45,44986.84
13652.37,0.00,66518.66,80171.03
65552.61,151752.97,0.00,217305.58
7925.51,14857.25,0.00,22782.76
9787.58,0.00,49954.69,59742.27
55434.70,0.00,0.00,55434.70
62360.51,0.00,115735.15,178095.66
17349.84,0.00,43586.89,60936.73
10855.60,0.00,50542.82,61398.42
11964.71,101142.69,0.00,113107.40
21184.16,0.00,92024.88,113209.04
88360.17,0.00,0.00,88360.17
20944.91,0.00,87174.50,108119.41
73350.66,0.00,0.00,73350.66
10990.18,0.00,22356.62,33346.80
2355.97,0.00,9616.57,11972.54
2265.93,0.00,17862.91,20128.84
19877.86,31915.33,0.00,51793.19
21411.78,0.00,51593.70,73005.48
14171.18,0.00,0.00,14171.18
114398.83,0.00,0.00,114398.83
38353.24,78269.82,0.00,116623.06
144841.81,0.00,0.00,144841.81
15672.33,0.00,27535.42,43207.75
33308.59,0.00,0.00,33308.59
28283.34,0.00,64568.67,92852.01
19321.24,67374.16,0.00,86695.40
88687.81,0.00,0.00,88687.81
66433.72,0.00,0.00,66433.72
2390.49,0.00,5873.05,8263.54
17912.86,76190.51,0.00,94103.37
21027.40,74889.51,0.00,95916.91
37977.61,66142.21,0.00,104119.82
2667.62,0.00,0.00,2667.62
27278.57,0.00,0.00,27278.57
23139.26,42921.76,0.00,66061.02
42393.97,78265.24,0.00,120659.21
16892.97,0.00,58014.12,74907.09
15542.92,0.00,120567.94,136110.86
168419.82,0.00,0.00,168419.82
19942.12,0.00,64217.89,84160.01
13837.94,72532.79,0.00,86370.73
17496.88,54853.22,0.00,72350.10
20858.10,62276.28,0.00,83134.38
153940.86,0.00,0.00,153940.86
123691.11,0.00,0.00,123691.11
23743.59,0.00,133917.92,157661.51
2940.65,6123.69,0.00,9064.34
1526.45,0.00,2769.43,4295.88
39004.85,0.00,66918.28,105923.13
7970.90,0.00,29197.30,37168.20
147820.85,0.00,0.00,147820.85
9469.86,0.00,18887.47,28357.33
1301.39,0.00,0.00,1301.39
36908.25,0.00,62639.97,99548.22
1178.71,7987.99,0.00,9166.70
50691.26,0.00,76704.89,127396.15
24621.07,0.00,101241.87,125862.94
1324.49,0.00,6507.98,7832.47
31235.00,105469.61,0.00,136704.61
7196.34,0.00,56428.11,63624.45
17381.68,0.00,110278.37,127660.05
3717.85,0.00,0.00,3717.85
13656.77,0.00,83703.41,97360.18
80485.74,0.00,0.00,80485.74
10997.26,0.00,70170.81,81168.07
18695.26,73776.10,0.00,92471.36
8856.00,15170.40,0.00,24026.40
3013.50,0.00,0.00,3013.50
27095.11,0.00,59464.93,86560.04
12990.39,71316.08,0.00,84306.47
24352.78,84671.73,0.00,109024.51
4462.36,0.00,0.00,4462.36
49804.26,0.00,0.00,49804.26
4024.35,0.00,7891.81,11916.16
15476.75,94534.00,0.00,110010.75
14287.73,0.00,54142.68,68430.41
54184.01,0.00,0.00,54184.01
82873.91,0.00,0.00,82873.91
56488.14,109521.37,0.00,166009.51
81322.63,0.00,0.00,81322.63
85999.39,0.00,0.00,85999.39
8256.48,40253.52,0.00,48510.00
21831.49,39712.03,0.00,61543.52
90756.01,0.00,0.00,90756.01
13432.67,0.00,33458.73,46891.40
33745.64,0.00,106195.66,139941.30
67533.96,0.00,0.00,67533.96
25302.21,0.00,67043.02,92345.23
10315.81,71907.19,0.00,82223.00
53813.08,0.00,0.00,53813.08
139931.62,0.00,0.00,139931.62
23383.21,0.00,42594.45,65977.66
29623.34,0.00,98054.27,127677.61
169190.41,0.00,0.00,169190.41
23178.09,0.00,47408.23,70586.32
47671.55,0.00,99748.46,147420.01
18514.19,0.00,120283.65,138797.84
11726.05,0.00,38220.07,49946.12
32856.66,0.00,76172.84,109029.50
85771.57,0.00,0.00,85771.57
70659.48,0.00,0.00,70659.48
525.07,0.00,2462.53,2987.60
6914.62,41997.70,0.00,48912.32
34350.77,135882.39,0.00,170233.16
54085.31,83871.27,0.00,137956.58
12584.10,0.00,34504.95,47089.05
70954.82,0.00,0.00,70954.82
20611.10,0.00,84534.84,105145.94
68190.38,0.00,0.00,68190.38
122963.95,0.00,0.00,122963.95
2759.41,12741.98,0.00,15501.39
133681.13,0.00,0.00,133681.13
7546.83,0.00,67098.97,74645.80
174022.20,0.00,0.00,174022.20
45647.75,76777.18,0.00,122424.93
19434.10,0.00,0.00,19434.10
52086.60,0.00,0.00,52086.60
178715.86,0.00,0.00,178715.86
17404.39,79519.53,0.00,96923.92
4012.01,13573.83,0.00,17585.84
44649.16,71004.97,0.00,115654.13
78061.95,0.00,0.00,78061.95
74247.02,0.00,0.00,74247.02
2763.55,0.00,4942.75,7706.30
14725.16,75662.16,0.00,90387.32
102564.18,0.00,0.00,102564.18
135146.79,0.00,0.00,135146.79
23225.25,39080.73,0.00,62305.98
22486.97,0.00,0.00,22486.97
19216.59,73308.91,0.00,92525.50
13380.87,0.00,0.00,13380.87
15392.11,39211.73,0.00,54603.84
324.06,2347.33,0.00,2671.39
42360.03,137525.54,0.00,179885.57
1499.06,0.00,7964.81,9463.87
1535.60,3372.58,0.00,4908.18
28128.59,48632.45,0.00,76761.04
57160.95,0.00,0.00,57160.95
66380.61,0.00,0.00,66380.61
69867.28,0.00,0.00,69867.28
21304.29,108351.12,0.00,129655.41
6107.64,0.00,42514.36,48622.00
29548.61,0.00,73905.58,103454.19
10087.81,55405.64,0.00,65493.45
38510.65,0.00,0.00,38510.65
90380.20,0.00,0.00,90380.20
61791.31,99735.38,0.00,161526.69
29485.51,69960.86,0.00,99446.37
1345.77,0.00,2150.56,3496.33
58418.35,0.00,0.00,58418.35
44070.08,79284.03,0.00,123354.11
13615.29,53999.01,0.00,67614.30
52043.61,0.00,0.00,52043.61
72461.96,0.00,0.00,72461.96
1836.18,6214.54,0.00,8050.72
99874.10,0.00,0.00,99874.10
44554.55,0.00,0.00,44554.55
11480.63,89798.39,0.00,101279.02
21347.08,0.00,57290.62,78637.70
76633.97,0.00,0.00,76633.97
17517.89,64087.57,0.00,81605.46
2613.54,0.00,16166.47,18780.01
26168.54,0.00,56621.51,82790.05
10436.58,0.00,56242.15,66678.73
26036.66,0.00,106347.95,132384.61
16133.24,107746.16,0.00,123879.40
66164.52,0.00,0.00,66164.52
8754.34,0.00,0.00,8754.34
110437.47,0.00,0.00,110437.47
7451.33,0.00,41438.95,48890.28
21761.79,78502.87,0.00,100264.66
121600.57,0.00,0.00,121600.57
11062.87,0.00,64489.51,75552.38
17357.27,0.00,47234.48,64591.75
20114.61,39330.22,0.00,59444.83
5717.65,0.00,11115.12,16832.77
90514.99,0.00,0.00,90514.99
24855.05,67146.95,0.00,92002.00
14376.08,0.00,0.00,14376.08
27823.14,82321.30,0.00,110144.44
9873.67,65421.82,0.00,75295.49
5515.89,0.00,34106.90,39622.79
11407.94,32706.07,0.00,44114.01
83438.17,136275.39,0.00,219713.56
61636.27,0.00,0.00,61636.27
11397.75,0.00,0.00,11397.75
2213.53,0.00,7624.87,9838.40
10883.74,0.00,42441.27,53325.01
8233.58,0.00,31782.43,40016.01
22260.84,0.00,49181.07,71441.91
597.06,0.00,2030.05,2627.11
8789.57,0.00,60529.32,69318.89
16099.81,0.00,51171.20,67271.01
34107.02,132844.75,0.00,166951.77
46827.57,0.00,0.00,46827.57
85761.57,0.00,0.00,85761.57
6835.14,0.00,11283.91,18119.05
110296.51,0.00,0.00,110296.51
95212.87,0.00,0.00,95212.87
16480.35,0.00,47694.55,64174.90
12655.70,0.00,0.00,12655.70
140543.52,0.00,0.00,140543.52
59243.30,0.00,0.00,59243.30
13629.96,41595.44,0.00,55225.40
31474.49,0.00,59511.77,90986.26
4164.82,29556.78,0.00,33721.60
16758.07,31851.54,0.00,48609.61
155217.18,0.00,0.00,155217.18
1322.68,5879.58,0.00,7202.26
143728.28,0.00,0.00,143728.28
128008.11,0.00,0.00,128008.11
34724.22,147128.29,0.00,181852.51
14426.95,0.00,53722.56,68149.51
25975.96,0.00,44245.61,70221.57
10385.19,33315.22,0.00,43700.41
37395.76,0.00,152400.93,189796.69
18407.13,0.00,147161.46,165568.59
14999.89,54731.69,0.00,69731.58
82134.66,0.00,0.00,82134.66
2721.36,5531.29,0.00,8252.65
721.32,0.00,4632.49,5353.81
435.89,0.00,1646.38,2082.27
10142.83,0.00,87036.77,97179.60
9434.13,34107.20,0.00,43541.33
6340.99,0.00,50348.23,56689.22
24845.62,0.00,56309.48,81155.10
20709.92,0.00,68475.53,89185.45
22207.00,50724.51,0.00,72931.51
90809.03,0.00,0.00,90809.03
948.42,1621.13,0.00,2569.55
6738.27,0.00,43909.06,50647.33
21244.74,0.00,138070.49,159315.23
35477.23,0.00,0.00,35477.23
4025.39,6496.89,0.00,10522.28
16296.91,69628.72,0.00,85925.63
24803.40,0.00,0.00,24803.40
51243.88,0.00,0.00,51243.88
34256.15,103208.89,0.00,137465.04
81497.44,0.00,0.00,81497.44
29356.80,59704.77,0.00,89061.57
16123.75,0.00,71961.19,88084.94
14833.93,47058.29,0.00,61892.22
134013.72,0.00,0.00,134013.72
66243.94,0.00,0.00,66243.94
61443.00,0.00,0.00,61443.00
80621.10,0.00,0.00,80621.10
51442.88,78710.50,0.00,130153.38
7937.79,0.00,0.00,7937.79
30517.43,0.00,89672.07,120189.50
50277.94,0.00,0.00,50277.94
119593.37,0.00,0.00,119593.37
23364.37,61143.35,0.00,84507.72
135335.66,0.00,0.00,135335.66
95507.89,0.00,0.00,95507.89
17228.90,0.00,0.00,17228.90
17805.11,77875.71,0.00,95680.82
10792.04,23802.02,0.00,34594.06
128454.94,0.00,0.00,128454.94
13929.31,62583.19,0.00,76512.50
26617.33,45601.76,0.00,72219.09
17768.16,0.00,146790.29,164558.45
280.92,547.98,0.00,828.90
91871.30,0.00,0.00,91871.30
198598.98,0.00,0.00,198598.98
54762.44,0.00,0.00,54762.44
13524.42,0.00,64149.55,77673.97
12204.48,32034.92,0.00,44239.40
72274.50,0.00,0.00,72274.50
20426.06,0.00,55020.05,75446.11
8520.72,0.00,69927.08,78447.80
19445.10,65098.50,0.00,84543.60
7731.07,0.00,37884.34,45615.41
14281.40,0.00,74047.09,88328.49
81147.81,0.00,0.00,81147.81
10888.86,54775.50,0.00,65664.36
93143.00,0.00,0.00,93143.00
1241.02,2095.21,0.00,3336.23
18936.36,61019.06,0.00,79955.42
10378.15,0.00,65302.89,75681.04
24368.01,96561.22,0.00,120929.23
43699.01,0.00,0.00,43699.01
170102.93,0.00,0.00,170102.93
805.74,0.00,1701.66,2507.40
21978.31,59028.28,0.00,81006.59
42795.58,0.00,95790.33,138585.91
77003.90,0.00,0.00,77003.90
7128.69,0.00,16675.67,23804.36
22747.19,0.00,0.00,22747.19
22934.44,62981.95,0.00,85916.39
25743.43,0.00,50692.57,76436.00
89693.59,0.00,0.00,89693.59
90935.43,0.00,0.00,90935.43
91967.55,0.00,0.00,91967.55
2606.10,0.00,0.00,2606.10
16411.85,0.00,61398.22,77810.07
18581.29,44488.81,0.00,63070.10
9191.10,0.00,14106.96,23298.06
12391.85,23972.22,0.00,36364.07
14911.56,0.00,128490.67,143402.23
14071.21,0.00,0.00,14071.21
12296.85,0.00,66536.40,78833.25
16729.18,49537.79,0.00,66266.97
5302.98,30290.73,0.00,35593.71
21919.63,0.00,49751.37,71671.00
11341.51,0.00,27342.28,38683.79
49857.14,154702.68,0.00,204559.82
58889.32,0.00,116566.24,175455.56
15106.77,82732.52,0.00,97839.29
103077.04,0.00,0.00,103077.04
7546.90,0.00,0.00,7546.90
33299.65,0.00,95171.19,128470.84
40398.38,0.00,0.00,40398.38
28056.39,47635.82,0.00,75692.21
60050.54,0.00,0.00,60050.54
33029.06,66943.53,0.00,99972.59
1906.25,6383.89,0.00,8290.14
8955.99,0.00,0.00,8955.99
2973.65,10618.97,0.00,13592.62
27630.45,0.00,0.00,27630.45
17217.45,0.00,83671.37,100888.82
65854.01,0.00,0.00,65854.01
37311.84,0.00,96260.33,133572.17
55327.00,0.00,0.00,55327.00
1719.04,7050.36,0.00,8769.40
13181.74,0.00,0.00,13181.74
27190.07,0.00,0.00,27190.07
27783.93,56033.58,0.00,83817.51
84669.00,0.00,0.00,84669.00
14031.56,50848.94,0.00,64880.50
14357.07,36195.65,0.00,50552.72
12002.54,60506.37,0.00,72508.91
1235.55,8202.23,0.00,9437.78
3556.73,16470.62,0.00,20027.35
17357.33,64422.72,0.00,81780.05
28657.48,50569.66,0.00,79227.14
11740.55,45541.96,0.00,57282.51
32119.48,103056.86,0.00,135176.34
14694.12,0.00,22861.75,37555.87
9375.10,16485.51,0.00,25860.61
146806.41,0.00,0.00,146806.41
20671.93,48965.53,0.00,69637.46
29634.53,0.00,86416.91,116051.44
9527.95,0.00,67578.84,77106.79
24062.87,46496.98,0.00,70559.85
58813.71,0.00,93874.60,152688.31
19075.15,87273.95,0.00,106349.10
8202.99,0.00,0.00,8202.99
132112.49,0.00,0.00,132112.49
23185.62,0.00,104294.90,127480.52
12029.76,60482.62,0.00,72512.38
2096.29,10244.24,0.00,12340.53
53913.66,0.00,0.00,53913.66
18161.67,64924.66,0.00,83086.33
197882.86,0.00,0.00,197882.86
4594.79,0.00,13831.19,18425.98
39454.80,0.00,69364.92,108819.72
6808.09,0.00,40735.42,47543.51
49402.03,0.00,0.00,49402.03
9122.34,0.00,41487.53,50609.87
2229.46,0.00,12157.94,14387.40
21332.67,0.00,0.00,21332.67
1813.50,0.00,16297.70,18111.20
4518.69,0.00,37250.31,41769.00
22600.23,0.00,47322.81,69923.04
14186.73,84803.12,0.00,98989.85
14447.65,0.00,62839.33,77286.98
17134.43,0.00,114293.26,131427.69
13891.66,112814.68,0.00,126706.34
109088.76,0.00,0.00,109088.76
43212.05,0.00,106139.95,149352.00
30200.92,0.00,87812.89,118013.81
89961.58,0.00,0.00,89961.58
28672.41,0.00,51738.93,80411.34
4910.17,7432.38,0.00,12342.55
21974.93,0.00,124683.13,146658.06
17845.40,116461.15,0.00,134306.55
28342.90,0.00,49840.74,78183.64
34741.44,62629.55,0.00,97370.99
25826.96,46574.27,0.00,72401.23
4404.44,0.00,0.00,4404.44
70014.21,0.00,0.00,70014.21
53981.60,0.00,0.00,53981.60
30183.22,0.00,69616.49,99799.71
164348.68,0.00,0.00,164348.68
